%,yes_yes,yes_no,no_yes
0.0,0.4936833333333333,0.4936833333333333,0.4936833333333333
0.05,0.7417166666666667,0.7802833333333333,0.4677
0.95,0.06726666666666667,0.6018166666666667,0.012816666666666667
